MatchDate,League,HomeTeam,AwayTeam,Label,SeasonPhase,LeagueId,EloDiff,ProbHome,ProbDraw,ProbAway,RankDifference,HomeCleanSheetRatio,AwayFTSRatio,AttackVsDefense,TotalScoringPotential,TotalDefensiveWeakness,DefenseVsAttack
9/10/2022,ΙΣΡ,Άσντοντ,Μακάμπι Τελ Αβίβ,0,1,62,-253.3413,0.104,0.164,0.7321,1,0,0,2.5348,-0.8,2.7869,0
9/10/2022,ΠΑΡ1,Γκουαϊρένια,Κλαμπ Λιμπερτάδ Ασουνσιόν,0,1,7,-187.0234,0.1508,0.2208,0.6284,1,0,0,1.3039,-0.6,1.145,0
9/10/2022,ΙΑΠ2,Γκρούγια Μοριόκα,Μίτο,0,1,23,-27.0305,0.1644,0.2439,0.5918,1,0,0,1.0092,-0.3,2.6374,0
9/10/2022,ΦΕΡ2,ΗΒ Τορσάβν ΙΙ,TB Τβοερόιρι,0,1,464,88.4132,0.1172,0.147,0.7357,-1,0,0,0.6415,0.7,0.8591,0
9/10/2022,ΚΡΟ1,ΗΝΚ Γκόριτσα,Ντιναμό Ζάγκρεμπ,1,1,174,-339.7032,0.1296,0.1941,0.6764,2,0,0,0.9852,-1.7,1.2397,0
9/10/2022,ΦΙΝ3,Κάαπο Κααρίνα,Ταμπερίν 2,1,1,254,-105.5957,0.1015,0.1397,0.7588,1,0,0,0.6102,-0.3,2.0994,0
9/10/2022,ΙΣΠ1,Κάντιθ,Μπαρτσελόνα,1,1,3,-386.2704,0.0931,0.1678,0.7391,2,0,0,0.5151,-2.8,2.8169,0
9/10/2022,ΕΣΘ1,Κουρεσάρε,Νομ Κάλιου,0,1,2,-104.0642,0.1823,0.2175,0.6002,0,0,0,1.8742,0.1,1.6832,0
9/10/2022,ΧΙΛ1,Λα Σερένα,Γιουνιβερσιντάτ  Κατόλικα,1,1,20,-145.0707,0.1919,0.231,0.5771,1,0,0,0.8108,-0.8,1.6216,0
9/10/2022,ΛΙΘ1,Λιετάβα Ζόναβα,Πανεβέζις,0,1,100,-95.1554,0.0199,0.0774,0.9027,1,0,0,0.396,-0.6,1.8543,0
9/10/2022,ΓΕΡΛ,Λίπσταντ,Πρ. Μούνστερ,1,1,17,-171.4767,0.1413,0.19,0.6687,0,0,0,2.0714,-1.1,1.4815,0
9/10/2022,ΓΕΡΛ,Λίχτενμπεργκ,Αλτγκλιένικε,1,1,17,-151.8395,0.1027,0.1616,0.7357,1,0,0,1.5194,-1.6,2.0879,0
9/10/2022,ΒΟΥ1,Λοκομοτίβ Σόφιας,Λέφσκι Σόφιας,0,1,35,-186.7947,0.081,0.1911,0.7279,1,0,0,0.8638,-1.1,0.7801,0
9/10/2022,ΣΟΥ3,Μάλμε ΦΚ,Τρολχάταν ,0,1,131,-257.299,0.1773,0.2187,0.6041,2,0,0,0.8479,-1,4.0984,0
9/10/2022,ΑΜΕ2,Νιού Γιόρκ Ρεντ Μπουλς ΙΙ,Μαϊαμι Μπλους,1,1,537,-222.3361,0.1867,0.213,0.6003,2,0,0,1.4568,-0.2,2.5926,0
9/10/2022,ΦΙΝ3,Νουρμιτζάρβεν Τζαλκαπαλοσέουρα,Γίπο,1,1,254,-119.8815,0.1627,0.2092,0.6281,2,0,0,2.3906,-0.2,3.662,0
9/10/2022,ΔΑΝ1,Οντένσε,Κοπεγχάγη,0,1,37,-214.5312,0.1834,0.2443,0.5722,1,0,0,0.7917,-0.5,1.4894,0
9/10/2022,ΑΝΛΓ,Ορλάντο Πράιντ (Γ),Πόρτλαντ Θορνς (Γ),1,1,240,-75.9008,0.165,0.2148,0.6202,1,0,0,0.9243,-1.6,1.3223,0
9/10/2022,ΕΣΘ1,Πάρνου Βαρπούς,Πάιντε Λιναμεσκόντ,1,1,2,-351.0408,0.0364,0.088,0.8756,1,0,0,0.8594,-0.9,1.9868,0
9/10/2022,ΠΑΡ1,Ρεσιστένσια,Σέρο Πορτένιο,1,1,7,-123.1201,0.1201,0.2177,0.6621,0,0,0,0.8143,0.1,1.0811,0
9/10/2022,ΑΥΣ1,Ριντ,Σάλτσμπουργκ,1,1,45,-277.0842,0.137,0.1817,0.6813,2,0,0,1.1864,-1.2,1.8519,0
9/10/2022,ΙΤΑ1,Σαμπντόρια,Μίλαν,1,1,39,-286.3296,0.1334,0.2108,0.6558,2,0,0,0.7644,-1.9,1.2871,0
9/10/2022,ΒΕΛ1,Σερένγκ,Κλαμπ Μπριζ,1,1,24,-292.5419,0.1555,0.2114,0.6331,2,0,0,0.9671,-1.4,2.1978,0
9/10/2022,ΤΣΧ1,Τέπλιτσε,Σπάρτα Πράγας,0,1,63,-172.6959,0.1373,0.2151,0.6476,0,0,0,1.2761,-0.1,2.8395,0
9/10/2022,n/a,Τζιμπουντί Τέλεκομ,Κιγκάλι,0,1,65,4.4811,0.1422,0.2385,0.6193,0,1.5,0,0.7048,0.0571,0.7588,1.5
9/10/2022,ΛΙΘ1,Τζιούγκας,Σούντουβα,0,1,100,-205.5527,0.118,0.1929,0.6891,1,0,0,1.3507,-0.5,3.2099,0
9/10/2022,ΠΟΡΤ,Φαμαλικάο,Μπενφίκα,1,1,119,-356.2196,0.1102,0.1895,0.7003,1,0,0,0.845,-2.2,1.8033,0
9/10/2022,n/a,Χανίνγκε,Γκέφλε,1,1,65,-227.7614,0.1677,0.2,0.6322,2,0,0,1.4879,-1.6,2.5926,0
9/10/2022,ΓΕΡΛ,Χανκοφέν,Σβάινφουρτ 05,0,1,17,-59.1003,0.1349,0.1959,0.6692,0,0,0,0.59,-0.8,0.9272,0
9/10/2022,ΦΙΝ3,Χέρκουλες,Γιβασκίλα,1,1,254,-101.5992,0.1923,0.2174,0.5903,0,0,0,3.7063,-0.9,2.7451,0
9/10/2022,ΔΑΝ2,Χίλεροντ,Χέλσινγκορ,1,1,50,-171.0331,0.1912,0.2206,0.5882,2,0,0,0.4234,-1.4,1.4894,0
9/10/2022,ΒΡΑ3,ABC Νατάλ,Βιτόρια Μπαΐα,0,1,249,12.4696,0.4397,0.3028,0.2575,1,0,0,1.5997,-0.2,1.1268,0
9/10/2022,ΒΡΑ2,CSA Aλ,CRB,0,1,8,-64.4956,0.4346,0.3137,0.2517,0,0,0,0.8201,-0.2,1.0811,0
9/10/2022,ΑΝΛΓ,OL Ρέιν (Γ),Σικάγο Ρεντ Σταρς (Γ),0,1,240,-34.2882,0.4757,0.2622,0.2622,-1,0,0,1.8316,0.6,0.9009,0
9/10/2022,n/a,Άαρχους Φρέμαντ,Κόλντινγκ,0,1,65,47.9576,0.3881,0.2613,0.3506,0,0,0,2.6324,0.8,1.4815,0
9/10/2022,ΑΡΓΝ,Αγκροπεκουάριο Αργκεντίνο,Αλμιράντε Μπράουμ,0,1,515,-94.6816,0.3941,0.3335,0.2724,1,0,0,0.2787,-0.9,1.1268,0
9/10/2022,ΓΕΡΛ,Αλεμανια Ααχεν,Βίντενμπρουκ,0,1,17,-110.141,0.4096,0.2769,0.3134,0,0,0,1.4622,-0.2,1.4815,0
9/10/2022,ΜΕΞ2,Αλεμπρίγιες Ντε Οάξακα,Αλακρανές Ντε Ντουράγκο,0,1,11,22.9421,0.4795,0.2687,0.2518,0,0,0,0.811,-0.2,0.4965,0
9/10/2022,ΓΑΛ2,Αννεσύ,US Κεβιγί,0,1,82,5.6852,0.4175,0.3062,0.2763,0,0,0,0.2002,-0.8,0.3704,0
9/10/2022,ΑΡΓ3,Αρχεντίνο Κίλμες,Ντοκ Σαντ,0,1,58,-2.9434,0.3549,0.3078,0.3373,-1,0,0,0.6358,0.1,0.4141,0
9/10/2022,ΙΣΠ1,Βαγιεκάνο,Βαλένθια,0,1,3,-97.5293,0.3472,0.3186,0.3342,0,0,0,0.6811,-0.9,0.9091,0
9/10/2022,ΝΟΡ3,Βαρντ Χάουγκεσουντ,Κβικ-Χάλντεν,0,1,239,-49.0215,0.4399,0.2535,0.3066,2,0,0,1.1336,-0.7,1.3514,0
9/10/2022,ΣΟΥ2,Βαστέρας,Σκόβντε,0,1,77,-62.746,0.4032,0.2676,0.3292,0,0,0,1.641,0.7,1.3514,0
9/10/2022,ΙΑΠ2,Βεντφορέτ Κόφου,Ομίγια,1,1,23,161.4429,0.4528,0.2917,0.2556,-1,0,0,0.9519,0.4,0.7453,0
9/10/2022,ΙΣΛ2,Βέστρι,Σέλφος,0,1,255,44.6711,0.4838,0.2276,0.2886,-1,0,0,0.7504,0,0.6224,0
9/10/2022,ΠΟΡ2,Βιλαφρανκένσε,Μπενφίκα Β',0,1,135,-51.2974,0.4739,0.2757,0.2504,0,0,0,0.9364,-0.1,0.8108,0
9/10/2022,ΙΑΠ1,Βίσελ Κόμπε,Ναγκόγια,0,1,13,-48.7415,0.3726,0.3062,0.3212,1,0,0,0.5353,-0.3,1.1348,0
9/10/2022,ΠΟΛ3,Βίσλα Πούλαβι,Πολκοβίτσε,0,1,130,34.8981,0.4465,0.2576,0.2959,0,0,0,1.0192,0.2,0.9317,0
9/10/2022,ΡΟΥ2,Βιτορούλ Σέλιμπαρ,Γιουνιρέα Ντέι,0,1,482,-25.5133,0.4456,0.2845,0.2699,1,0,0,0.9736,-0.4,0.8108,0
9/10/2022,ΙΑΠ2,Γιοκοχάμα,Τοτσίγκι,0,1,23,2.7726,0.4234,0.3133,0.2634,0,0,0,1.5159,0.6,1.6832,0
9/10/2022,ΤΟΥ2,Γκεντσλερμπιρλιγκί,Τουζλασπόρ,1,1,38,-5.4906,0.4303,0.2726,0.2971,0,0,0,1.2,0.6,1.6216,0
9/10/2022,ΙΑΠ3,Γκιφού,Ναγκάνο Παρσέιρο,0,1,290,-63.5969,0.391,0.2692,0.3398,1,0,0,1.5085,0.2,1.8681,0
9/10/2022,ΠΟΛ1,Γκόρνικ Ζάμπρζε,Πιαστ Γκλίβιτσε,0,1,55,17.5648,0.3605,0.2966,0.3429,-1,0,0,1.6808,0.6,1.2088,0
9/10/2022,ΠΟΛ2,Γκόρνικ Λέτζνα,Κατόβιτσε,0,1,47,-30.4236,0.3432,0.2941,0.3627,0,0,0,1.8621,0.1,1.7284,0
9/10/2022,ΑΥΣ2,Γκράτσερ,Χορν,0,1,80,52.2963,0.4642,0.2548,0.281,0,0,0,3.3787,0.3,1.8033,0
9/10/2022,n/a,Γουιντάντ Καζαμπλάνκα,Μπερκάνε,1,1,65,-79.5599,0.4505,0.3007,0.2487,1,1.5,0,0.6519,-1,0.7018,1.5
9/10/2022,ΙΣΠ1,Εσπανιόλ ,Σεβίλλη,1,1,3,-60.3866,0.3931,0.2879,0.3189,-1,0,0,0.4318,-0.2,0.4188,0
9/10/2022,ΑΡΓΝ,Εστουντιάντες Ντε Μπουένος Άιρες,Σαν Μαρτίν,0,1,515,12.5331,0.4421,0.3126,0.2453,-1,0,0,0.6147,-0.6,0.4348,0
9/10/2022,ΙΑΠ3,Εχίμε,Ιμαμπαρί ,0,1,290,-100.6497,0.3915,0.279,0.3295,0,0,0,1.9039,-0.2,0.991,0
9/10/2022,ΠΟΛ3,Ζνιτσζ Προυσζκόβ,1925 Καλίζ,0,1,130,-116.6359,0.344,0.2855,0.3705,1,0,0,1.1073,-1.4,1.1712,0
9/10/2022,ΓΕΡ3,Ίνγκολσταντ,Βάλντχοφ Μανχάιμ ,0,1,56,-94.6317,0.4076,0.2808,0.3117,1,0,0,0.6723,-0.8,0.9317,0
9/10/2022,ΓΕΡΛ,Ισχστάτ,Βίζλινγκ,0,1,17,-103.41,0.3628,0.2535,0.3836,0,0,0,0.8297,-0.3,1.0471,0
9/10/2022,ΕΛΛ1,Ιωνικός,Ατρόμητος,1,1,40,-62.13,0.4514,0.2871,0.2615,1,0,0,0.8488,-0.5,1.2397,0
9/10/2022,ΓΕΡΛ,Κάαν Μάριενμπορν,Ομπερχάουζεν,0,1,17,-42.4667,0.3676,0.2681,0.3643,0,0,0,0.8609,-0.5,0.8696,0
9/10/2022,ΑΡΓ3,Κανουέλας,Σαν Μιγκέλ,0,1,58,30.4756,0.345,0.3026,0.3524,0,0,0,1.124,-0.1,1.8681,0
9/10/2022,ΓΕΡ2,Καρλσρούη,Χάιντενχαϊμ,0,1,64,-75.0377,0.416,0.2578,0.3261,1,0,0,2.7903,0.7,1.8519,0
9/10/2022,ΙΣΠ2,Καρταγένα,Αλμπαθέτε,0,1,42,33.2898,0.4534,0.28,0.2667,0,0,0,2.2254,0.1,1.4085,0
9/10/2022,ΙΑΠ3,Κάταλερ Τογιάμα,Τεγκεβαχάρο Μιγιαζάκι,0,1,290,84.0118,0.4536,0.2778,0.2686,-1,0,0,0.7014,0.4,0.663,0
9/10/2022,ΦΕΡ2,Κι Κλάκσβικ ΙΙ,Β71 Σαντόι,1,1,464,41.0491,0.4478,0.2119,0.3403,-2,0,0,0.8935,0.1,0.4977,0
9/10/2022,ΑΡΓ3,Κολεχιάλες,Βίλα Σαν Κάρλος,0,1,58,99.2271,0.4677,0.3059,0.2264,-1,0,0,1.686,0.5,1.3187,0
9/10/2022,ΙΤΑ2,Κόμο Κάλτσιο,Σουντιρόλ,1,1,48,-116.5767,0.4673,0.2748,0.2579,0,0,0,0.3733,-0.2,1.4907,0
9/10/2022,ΑΡΓ3,Κομουνικασιόνες,Φένιξ,0,1,58,93.6671,0.4582,0.2848,0.257,0,0,0,1.3167,0.1,0.8911,0
9/10/2022,ΙΣΛ2,Κορντρενγκίρ,Αφτουρέλντινγκ,0,1,255,59.6549,0.4176,0.256,0.3264,0,0,0,1.1211,-0.8,1.2422,0
9/10/2022,ΚΟΛ1,Κορτουλούα,Ουνιόν Μανταλένα,1,1,34,-107.7961,0.3607,0.3135,0.3258,2,0,0,0.3057,-1.3,0.9317,0
9/10/2022,ΡΟΥ1,Κραϊόβα 1948,Ραπίντ Βουκουρεστίου,0,1,52,-81.1567,0.3687,0.3079,0.3234,1,0,0,1.0659,0.1,1.0811,0
9/10/2022,ΟΚΡΝ,Κρίβμπας,Βέρες Ρίβνε,1,1,59,-46.4963,0.383,0.2927,0.3244,1,0,0,0.4098,-0.2,1.145,0
9/10/2022,ΡΟΥ2,ΚΣΜ Στουν. Ιάσι,Γκλόρια Μπουζάου,0,1,482,-110.8164,0.3754,0.2852,0.3394,0,0,0,0.7966,-0.5,0.7207,0
9/10/2022,ΓΑΛ2,Λαβάλ,Πο,1,1,82,48.5543,0.4487,0.2847,0.2666,0,0,0,0.995,0.6,1.145,0
9/10/2022,ΓΕΡ1,Λειψία,Ντόρτμουντ,0,1,74,-63.6096,0.4006,0.2463,0.3531,2,0,0,1.3315,-0.5,2.7473,0
9/10/2022,ΙΤΑ3,Λέκκο,Περγκολετέζε 1932,0,1,43,48.8186,0.3873,0.2989,0.3138,-1,0,0,1.8217,0.7,1.0811,0
9/10/2022,ΠΟΛ3,Λέχια ΙΙ Πόζνα,Μότοε Λούμπλιν,0,1,130,-44.4152,0.4214,0.2617,0.3168,1,0,0,1.1736,0.4,1.4504,0
9/10/2022,n/a,Λιουνγσκίλε,Τβάκερς,0,1,65,-6.4121,0.3836,0.2702,0.3462,0,0,0,1.074,-0.5,1.3223,0
9/10/2022,ΤΣΧ2,Λίσεν,Ζιχλάβα,0,1,22,144.4258,0.4664,0.2734,0.2602,-1,0,0,1.9397,0.2,0.8791,0
9/10/2022,ΓΑΛ1,Μαρσέιγ,Λιλ,0,1,67,-8.2686,0.4605,0.2615,0.278,1,0,0,0.8999,-0.5,0.7285,0
9/10/2022,ΠΟΡ2,Μάφρα,Πόρτο Β',1,1,135,34.5979,0.4101,0.2872,0.3028,0,0,0,0.9525,-0.2,1.0687,0
9/10/2022,ΙΤΑ2,Μόντενα,Μπρέσια,1,1,48,6.9099,0.3946,0.2718,0.3336,0,0,0,1.4427,0.1,0.991,0
9/10/2022,ΑΜΕ1,Μόντρεαλ Ιμπακτ,Κολόμπους Κρού ,0,1,25,-13.4146,0.4723,0.2659,0.2618,-1,0,0,1.8029,0.6,0.9009,0
9/10/2022,ΓΕΡΛ,Μπάχλινγκερ,Τρίερ,0,1,17,-40.1903,0.4091,0.2624,0.3285,1,0,0,0.4633,-0.7,1.0526,0
9/10/2022,ΙΤΑ2,Μπενεβέντο,Κάλιαρι,1,1,48,-39.6401,0.3498,0.2855,0.3647,0,0,0,0.7615,-0.1,0.4094,0
9/10/2022,n/a,Μπιγκ Μπούλετς,Σίμπα,1,1,65,-45.4629,0.3641,0.2876,0.3483,0,0,0,0.5488,-0.4667,0.7092,0
9/10/2022,n/a,Μπράμπραντ,Φρεμ,0,1,65,32.8817,0.4383,0.2568,0.3049,-1,0,0,0.8077,0.7,0.8075,0
9/10/2022,ΡΟΥ2,Μπρασόφ Στεαγκούλ Ρενάστε,Μεταλογκλόμπους,0,1,482,-53.9835,0.476,0.2794,0.2446,0,0,0,0.8851,0.3,1.1712,0
9/10/2022,ΒΡΑ2,Ναούτικο,Μπρούσκε,0,1,8,-41.9105,0.3657,0.3261,0.3081,0,0,0,0.749,0,2.0988,0
9/10/2022,ΝΚΡ2,Νταετζέον Σίτιζεν,Ασάν Μουγκούνγκα,0,1,44,36.5635,0.4275,0.2813,0.2912,0,0,0,1.1872,0.3,0.922,0
9/10/2022,ΛΕΤ1,Ντάουγκαβπιλς,Τούκουμς,0,1,4,-66.7627,0.4601,0.2582,0.2817,1,0,0,0.2258,-0.9,1.086,0
9/10/2022,ΑΡΓ3,Ντεπορτίβο Μέρλο,Ντεφενσόρες Ουνίδος,0,1,58,-16.6243,0.3701,0.323,0.3069,0,0,0,1.44,0.1,1.2676,0
9/10/2022,ΓΑΛ2,Ντιζόν,Σοσό,1,1,82,-113.7166,0.3357,0.3002,0.3642,0,0,0,1.2364,-0.4,1.2346,0
9/10/2022,ΓΕΡ3,Ντόρτμουντ Β',VFB Όλντενμπουργκ,1,1,56,-32.4626,0.4129,0.2758,0.3113,1,0,0,0.5864,-1.2,0.9934,0
9/10/2022,ΧΙΛ1,Ο Χίγκινς,Αντοφαγκάστα,0,1,20,-44.1443,0.4523,0.2964,0.2512,0,0,0,0.6873,-0.5,0.916,0
9/10/2022,ΙΑΠ2,Οκαϊάμα,Γιαμαγκάτα,0,1,23,98.1127,0.3401,0.298,0.3619,-1,0,0,1.9062,0.2,0.989,0
9/10/2022,ΒΕΛ1,Οστάνδη,Έουπεν,0,1,24,31.5233,0.4527,0.2427,0.3046,-1,0,0,0.9208,0.5,0.663,0
9/10/2022,ΣΟΥ2,Όστερσαντς,Έρεμπρο,0,1,77,-47.4967,0.3585,0.2874,0.354,0,0,0,1.6669,0.5,1.4286,0
9/10/2022,ΧΙΛ2,Ουνιόν Σαν Φελίπε,Σαντ. Γουόντερερς,1,1,199,22.6488,0.411,0.2945,0.2945,0,0,0,1.2025,-0.1,1.157,0
9/10/2022,ΕΛΛ1,ΟΦΗ,Παναιτωλικός,1,1,40,-39.1721,0.4199,0.3019,0.2781,0,0,0,0.7057,-0.2,1.374,0
9/10/2022,ΙΤΑ3,Πάντοβα,Βιτσέντζα Βίρτους,0,1,43,152.9867,0.3396,0.3137,0.3467,0,0,0,0.5026,-0.7,0.8696,0
9/10/2022,ΑΡΓ1,Πατρονάτο Παρανά,Πλατένσε (Αργ.),0,1,15,-38.9557,0.4078,0.3064,0.2858,0,0,0,1.3849,0.4,0.989,0
9/10/2022,ΙΤΑ2,Περούτζια,Άσκολι,0,1,48,-54.5754,0.4532,0.2845,0.2623,2,0,0,0.6879,-0.7,1.4504,0
9/10/2022,ΙΤΑ3,Πιατσέντζα Κάλτσιο 1919,Βεκόμπ Βερόνα,0,1,43,28.1436,0.3885,0.3114,0.3001,-1,0,0,0.5021,-0.6,0.9929,0
9/10/2022,ΙΤΑ2,Πίζα,Ρετζίνα 1914,1,1,48,-32.3398,0.4606,0.2848,0.2546,1,0,0,1.605,-1.4,2.0988,0
9/10/2022,ΡΟΥ2,Πολιτέκνικα Τιμισοάρα,Βιτορούλ Παντούρι,1,1,482,31.941,0.3944,0.2915,0.3142,0,0,0,0.8484,0,0.9877,0
9/10/2022,ΙΤΑ3,Προ Σέστο,Αλμπινολέφε,0,1,43,-37.1223,0.3427,0.3103,0.347,-1,0,0,1.9958,-0.2,1.7284,0
9/10/2022,ΠΟΛ1,Ραντόμιακ,Βίσλα Πλοκ,0,1,55,3.4196,0.4456,0.2679,0.2865,1,0,0,1.2606,-1.3,1.0989,0
9/10/2022,ΑΥΣ1,Ραπίντ Βιέννης,Βόλφσμπεργκερ,1,1,45,114.4653,0.4802,0.2579,0.2619,0,0,0,0.5554,-0.8,0.5236,0
9/10/2022,ΙΤΑ3,Ρενάτε,Σανγκιλιάνο Σίτι Νόβα,0,1,43,41.123,0.4741,0.278,0.2479,0,0,0,0.4478,-1,0.6637,0
9/10/2022,ΚΡΟ1,Ριέκα,Οσιγέκ,1,1,174,-64.2734,0.404,0.2821,0.3139,1,0,0,0.494,-0.4,1.0559,0
9/10/2022,ΓΑΛ2,Ροντέζ Αβεριόν,Βαλενσιέν,0,1,82,-61.5624,0.3427,0.3173,0.34,1,0,0,0.9891,-0.2,2.0988,0
9/10/2022,ΓΕΡ1,Σάλκε,Μπόχουμ,0,1,74,-46.6133,0.4548,0.2726,0.2726,0,0,0,0.5047,-0.2,0.7054,0
9/10/2022,ΝΟΡ1,Σάντεφιορντ,Οντ,1,1,69,-33.1112,0.3694,0.2763,0.3543,1,0,0,0.7099,0,1.194,0
9/10/2022,ΑΜΕ1,Σάρλοτ,Νιου Γιορκ Σίτι,0,1,25,-85.2872,0.3499,0.2808,0.3694,0,0,0,0.7033,0,1.345,0
9/10/2022,ΒΡΑ1,Σεάρα,Σάντος,0,1,33,47.6636,0.4496,0.3062,0.2442,1,0,0,1.266,0.1,1.831,0
9/10/2022,ΓΑΛ2,Σεντ Ετιέν,Μπορντό,0,1,82,-38.6383,0.3684,0.2753,0.3562,1,0,0,2.6244,0.3,3.6066,0
9/10/2022,ΝΚΡ1,Σεούλ,Σουγουόν,0,1,1,33.2281,0.4264,0.2844,0.2892,0,0,0,0.7397,-0.5333,0.8946,0
9/10/2022,ΟΥΡ2,Σέρο,Προγκρέσο,0,1,330,61.132,0.3787,0.2957,0.3256,-1,0,0,1.2492,0.5,0.989,0
9/10/2022,ΠΟΛ3,Σιάρκα Τάρνονμπζεγκ,Γκαρπάρνια Κρακοβίας,0,1,130,-74.4241,0.4025,0.2613,0.3362,1,0,0,0.6502,-0.7,1.086,0
9/10/2022,ΙΑΠ1,Σιμίζου,Σόναν Μπελμάρε,0,1,13,39.6146,0.4179,0.2861,0.296,0,0,0,1.2471,0.9,1.2397,0
9/10/2022,ΣΟΥ1,Σίριους,Βάρναμο,1,1,54,-12.2587,0.4612,0.2673,0.2716,-1,0,0,0.3176,-0.2,0.4329,0
9/10/2022,ΠΟΛ1,Σλασκ Βρότσλαβ,Λέχια Γκντανσκ,0,1,55,30.7146,0.414,0.2776,0.3084,-1,0,0,0.5819,0.3,0.663,0
9/10/2022,ΡΟΥ2,Σλατίνα,Ριπένσια Τιμισοάρα,0,1,482,-68.7949,0.4586,0.2707,0.2707,0,0,0,0.9003,-0.4,0.6107,0
9/10/2022,ΚΡΙΚ,Σπόρτινγκ Σαν Χοσέ,Πουνταρένας,0,1,75,-1.6423,0.4546,0.2536,0.2918,1,0,0,2.4337,0.6,1.8681,0
9/10/2022,ΓΕΡΛ,Στουτγάρδη Β,ΦΣΒ Φρανκφούρτης,0,1,17,-45.4237,0.4549,0.2381,0.3069,1,0,0,1.3895,-0.4,1.3223,0
9/10/2022,ΣΛΝ1,Τάμπορ,Γκόριτσα,1,1,32,4.5831,0.3904,0.302,0.3076,0,0,0,0.6116,-0.2,1.1712,0
9/10/2022,ΣΛΟ1,Τατράν Λιπτόβσκι Μίκουλας,ΜΦΚ Ντούκλα Μπάνσκα Μπίστριτσα,1,1,133,-53.3547,0.4194,0.2636,0.317,1,0,0,0.4139,-0.5,0.8458,0
9/10/2022,ΑΡΓ1,Τίγκρε,Ουρακάν,0,1,15,-32.8217,0.3565,0.3169,0.3266,0,0,0,3.4165,0.7,3.1373,0
9/10/2022,ΟΥΡ1,Τόρκε,Ντεπορτίβο Μαλντονάντο,0,1,46,-42.8184,0.3865,0.2927,0.3207,1,0,0,0.6838,-0.5,1.2214,0
9/10/2022,ΙΤΑ3,Τρέντο,Προ Βερτσέλι,0,1,43,-130.6729,0.3701,0.3162,0.3138,2,0,0,0.7913,-1.1,2.1569,0
9/10/2022,ΤΣΧ2,Τρινέκ,Βίσκοφ,0,1,22,-11.2125,0.4796,0.2602,0.2602,0,0,0,1.4994,0.5,0.916,0
9/10/2022,ΑΡΓΝ,Τριστάν Σουάρεζ,Βίγια Νταλμίν,0,1,515,12.7881,0.3938,0.3292,0.277,1,0,0,0.624,-0.3,0.9009,0
9/10/2022,ΑΡΓΝ,Τσακαρίτα Τζούνιορς  ,Ολ Μπόις,0,1,515,-108.6322,0.3634,0.333,0.3036,0,0,0,1.4134,0.2,1.3187,0
9/10/2022,ΑΥΠ,Τσαρλστάουν Ατζούρι,Νιούκασλ Ολίμπικ,1,1,181,-55.0833,0.367,0.2575,0.3754,1,0,0,1.563,-0.3,1.7284,0
9/10/2022,ΣΛΝ1,Τσέλιε,Ολίμπια Λιουμπλιάνα,0,1,32,-105.2111,0.3744,0.2925,0.3331,1,0,0,1.0485,-0.8,0.7207,0
9/10/2022,ΤΣΧ1,Φάσταβ Ζλιν,Μπρνο,1,1,63,-60.1035,0.4003,0.2821,0.3176,0,0,0,0.7,-0.4,1.0744,0
9/10/2022,ΤΟΥ1,Φατίχ Καραγκουμρούκ,Γκιρέσουνσπορ,0,1,18,55.1963,0.4611,0.2759,0.263,0,0,0,0.9978,0.4,1.0638,0
9/10/2022,ΤΣΧ2,ΦΚ Προστέζοβ,Μας Ταμπόρσκο,0,1,22,35.0404,0.3878,0.2789,0.3334,0,0,0,1.0496,0.5,1.4504,0
9/10/2022,ΙΑΠ3,Φουκουσίμα Γιουν.,Ματσουμότο Γιαμάγκα,1,1,290,1.9867,0.4272,0.2789,0.294,1,0,0,1.9313,0.2,2.2535,0
9/10/2022,ΡΟΥ1,Χέρμανσταντ,Πετρόλουλ 52 Πλοϊέστι,0,1,52,-72.9282,0.4139,0.3176,0.2685,1,0,0,1.4597,0.2,1.2346,0
9/10/2022,ΧΙΛ1,Χουατσιπάτο,Έβερτον Ντε Βίνα,0,1,20,12.3818,0.3436,0.3027,0.3537,1,0,0,1.208,-0.4,1.8681,0
9/10/2022,ΓΕΡ1,Χόφενχαϊμ,Μάιντζ,0,1,74,0.4163,0.3958,0.2576,0.3466,0,0,0,1.6388,0.5,0.989,0
9/10/2022,ΓΕΡ1,Άιντραχτ Φρανκφούρτης,Βόλφσμπουργκ,1,1,74,99.0887,0.5117,0.2424,0.2459,0,0,0,1.2397,0.2,0.884,0
9/10/2022,ΚΒΤΠ,Αλ Κουβέιτ,Αλ Αράμπι,0,1,111,-12.3754,0.5551,0.2492,0.1958,0,0,0,1.6498,-0.1,0.495,0
9/10/2022,ΠΕΡ1,Αλιάνσα Ατλέτικο,Ασοσιέσιον Ντεπορτίβα Τάρμα,0,1,21,54.717,0.6166,0.2228,0.1605,0,0,0,1.0227,0.1,0.6306,0
9/10/2022,ΝΑΦ1,Αμαζούλου,Τσίπα Γιουν.,1,1,107,117.9761,0.4871,0.3151,0.1977,-1,0,0,0.6776,-0.1,0.6211,0
9/10/2022,ΓΕΡ2,Αννόβερο,Μπραουνσβάιγκ,0,1,64,48.4573,0.5081,0.2388,0.2531,-1,0,0,0.6322,-0.4,0.3559,0
9/10/2022,ΒΕΛ2,Άντερλεχτ Φιούτσιουρς,Κλαμπ Μπριζ Β,0,1,78,129.1577,0.5454,0.2353,0.2193,-1,0,0,0.8405,0.3,0.5236,0
