@Relation test

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE class {1.00,0.00}

@DATA
1.000000,39.000000,0.000000,0.154100,0.235800,0.610000,0.000000,1.500000,1.500000,0.957800,0.000000,0.991700,0.000000,1.00
1.000000,7.000000,0.000000,0.175400,0.239600,585.000000,0.000000,1.500000,1.500000,0.996300,0.000000,0.991700,0.000000,0.00
1.000000,28.000000,0.000000,0.188800,0.212600,0.598500,0.000000,1.500000,1.500000,0.993300,0.000000,0.991700,0.000000,0.00
1.000000,41.000000,0.000000,0.070000,0.151700,0.778400,0.000000,1.500000,1.500000,0.956700,0.000000,0.991700,0.000000,1.00
1.000000,17.000000,0.000000,0.403100,0.271500,0.325300,0.000000,1.500000,1.500000,0.980800,0.000000,0.991700,0.000000,1.00
1.000000,37.000000,0.000000,0.410200,0.283600,0.306200,0.000000,1.500000,1.500000,0.922100,0.000000,0.991700,0.000000,0.00
1.000000,10.000000,0.000000,0.436600,0.331800,0.231600,0.000000,1.500000,1.500000,0.995800,0.000000,0.991700,0.000000,0.00
1.000000,42.000000,0.000000,0.422400,0.307600,0.270000,0.000000,1.500000,1.500000,0.980100,0.000000,0.991700,0.000000,0.00
1.000000,43.000000,0.000000,0.437400,0.318500,0.244200,0.000000,1.500000,1.500000,1.002800,0.000000,0.991700,0.000000,1.00
1.000000,44.000000,0.000000,0.374500,0.306200,0.319300,0.000000,1.500000,1.500000,0.976200,0.000000,0.991700,0.000000,0.00
1.000000,45.000000,0.000000,0.422400,0.270000,0.307600,0.000000,1.500000,1.500000,955.000000,0.000000,0.991700,0.000000,0.00
1.000000,46.000000,0.000000,0.373700,0.252700,0.373700,0.000000,1.500000,1.500000,0.986900,0.000000,0.991700,0.000000,1.00
1.000000,46.000000,0.000000,0.476200,0.280800,243.000000,0.000000,1.500000,1.500000,0.986900,0.000000,0.991700,0.000000,0.00
1.000000,47.000000,0.000000,0.327600,314.000000,0.358400,0.000000,1.500000,1.500000,0.998500,0.000000,0.991700,0.000000,0.00
1.000000,13.000000,0.000000,0.395500,0.269200,0.335300,0.000000,1.500000,1.500000,0.935300,0.000000,0.991700,0.000000,0.00
1.000000,43.000000,0.000000,0.415300,0.306700,278.000000,0.000000,1.500000,1.500000,1.002800,0.000000,0.991700,0.000000,1.00
1.000000,48.000000,0.000000,365.000000,0.307900,0.327200,0.000000,1.500000,1.500000,0.992800,0.000000,0.991700,0.000000,0.00
1.000000,37.000000,0.000000,0.355400,0.289300,0.355400,0.000000,1.500000,1.500000,0.922100,0.000000,0.991700,0.000000,1.00
1.000000,10.000000,0.000000,0.375800,0.334700,0.289600,0.000000,1.500000,1.500000,0.995800,0.000000,0.991700,0.000000,0.00
1.000000,22.000000,0.000000,0.393900,0.272500,0.333600,0.000000,1.500000,1.500000,0.973700,0.000000,0.991700,0.000000,1.00
1.000000,49.000000,0.000000,0.356200,0.325400,0.318400,0.000000,1.500000,1.500000,1.000100,0.000000,0.991700,0.000000,0.00
1.000000,50.000000,0.000000,0.427900,0.264200,0.307900,0.000000,1.500000,1.500000,0.986100,0.000000,0.991700,0.000000,0.00
1.000000,51.000000,0.000000,0.382900,0.252600,0.364600,0.000000,1.500000,1.500000,1.020900,0.000000,0.991700,0.000000,0.00
1.000000,33.000000,0.000000,0.400900,0.319700,0.279400,0.000000,1.500000,1.500000,0.892300,0.000000,0.991700,0.000000,0.00
1.000000,23.000000,0.000000,0.366500,0.283800,0.349700,0.000000,1.500000,1.500000,1.012700,0.000000,0.991700,0.000000,0.00
1.000000,43.000000,0.000000,0.332400,0.311600,356.000000,0.000000,1.500000,1.500000,1.002800,0.000000,0.991700,0.000000,0.00
1.000000,52.000000,0.000000,0.426700,0.300500,0.272800,0.000000,1.500000,1.500000,0.977900,0.000000,0.991700,0.000000,1.00
1.000000,44.000000,0.000000,0.438500,0.288700,0.272700,0.000000,1.500000,1.500000,0.976200,0.000000,0.991700,0.000000,1.00
1.000000,43.000000,0.000000,0.395500,0.314400,0.290100,0.000000,1.500000,1.500000,1.002800,0.000000,0.991700,0.000000,0.00
1.000000,53.000000,0.000000,477.000000,0.235800,0.287200,0.000000,1.500000,1.500000,1.153400,0.000000,0.991700,0.000000,0.00
1.000000,3.000000,0.000000,0.355300,0.296900,0.347800,0.000000,1.500000,1.500000,0.908100,0.000000,0.991700,0.000000,0.00
1.000000,54.000000,0.000000,412.000000,0.280100,0.307900,0.000000,1.500000,1.500000,0.908200,0.000000,0.991700,0.000000,0.00
1.000000,15.000000,0.000000,0.390400,0.325700,0.283900,0.000000,1.500000,1.500000,0.961900,0.000000,0.991700,0.000000,0.00
1.000000,49.000000,0.000000,0.357700,0.300700,0.341600,0.000000,1.500000,1.500000,1.000100,0.000000,0.991700,0.000000,0.00
1.000000,55.000000,0.000000,404.000000,0.262600,0.333400,0.000000,1.500000,1.500000,0.948800,0.000000,0.991700,0.000000,0.00
1.000000,49.000000,0.000000,0.394600,0.278400,0.327100,0.000000,1.500000,1.500000,1.000100,0.000000,0.991700,0.000000,0.00
